Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	AlphaFoldDB	Taxonomic lineage	Organism (ID)
A0A8S1ZWK8	unreviewed	A0A8S1ZWK8_ARAAE	GPCR-type G protein 1	AARE701A_LOCUS4524	Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)	468		cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), malvids (clade), Brassicales (order), Brassicaceae (family), Camelineae (tribe), Arabidopsis (genus)	38785
A0A8S3TD72	unreviewed	A0A8S3TD72_MYTED	GPR89	MEDL_41809	Mytilus edulis (Blue mussel)	1044		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Lophotrochozoa (clade), Mollusca (phylum), Bivalvia (class), Autobranchia (subclass), Pteriomorphia (clade), Mytilida (order), Mytiloidea (superfamily), Mytilidae (family), Mytilinae (subfamily), Mytilus (genus)	6550
A0A8S3TEJ6	unreviewed	A0A8S3TEJ6_MYTED	GPR89	MEDL_41809	Mytilus edulis (Blue mussel)	770		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Lophotrochozoa (clade), Mollusca (phylum), Bivalvia (class), Autobranchia (subclass), Pteriomorphia (clade), Mytilida (order), Mytiloidea (superfamily), Mytilidae (family), Mytilinae (subfamily), Mytilus (genus)	6550
A0A8S3X346	unreviewed	A0A8S3X346_PARAO	(apollo) hypothetical protein	PAPOLLO_LOCUS12960	Parnassius apollo (Apollo butterfly) (Papilio apollo)	464		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Panarthropoda (clade), Arthropoda (phylum), Mandibulata (clade), Pancrustacea (clade), Hexapoda (subphylum), Insecta (class), Dicondylia (clade), Pterygota (subclass), Neoptera (infraclass), Endopterygota (cohort), Amphiesmenoptera (superorder), Lepidoptera (order), Glossata (suborder), Neolepidoptera (infraorder), Heteroneura (parvorder), Ditrysia (clade), Obtectomera (clade), Papilionoidea (superfamily), Papilionidae (family), Parnassiinae (subfamily), Parnassini (tribe), Parnassius (genus), Parnassius (subgenus)	110799
A0A8S3YN63	unreviewed	A0A8S3YN63_9EUPU	Golgi pH regulator	CUNI_LOCUS4175	Candidula unifasciata	451		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Lophotrochozoa (clade), Mollusca (phylum), Gastropoda (class), Heterobranchia (subclass), Euthyneura (clade), Panpulmonata (clade), Eupulmonata (superorder), Stylommatophora (order), Helicina (clade), Helicoidea (superfamily), Geomitridae (family), Candidula (genus)	100452
A0A8S4AHW0	unreviewed	A0A8S4AHW0_9TELE	(Atlantic silverside) hypothetical protein	MMEN_LOCUS2352	Menidia menidia (Atlantic silverside)	465		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Actinopterygii (superclass), Actinopteri (class), Neopterygii (subclass), Teleostei (infraclass), Osteoglossocephalai (clade), Clupeocephala (no rank), Euteleosteomorpha (cohort), Neoteleostei (clade), Eurypterygia (clade), Ctenosquamata (clade), Acanthomorphata (clade), Euacanthomorphacea (clade), Percomorphaceae (clade), Ovalentaria (clade), Atherinomorphae (superorder), Atheriniformes (order), Atherinopsidae (family), Menidiinae (subfamily), Menidia (genus)	238744
A0A8S4SRQ8	unreviewed	A0A8S4SRQ8_CAEEL	Golgi pH regulator	gphr-1 CELE_Y75B8A.16 Y75B8A.16	Caenorhabditis elegans	329		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Nematoda (phylum), Chromadorea (class), Rhabditida (order), Rhabditina (suborder), Rhabditomorpha (infraorder), Rhabditoidea (superfamily), Rhabditidae (family), Peloderinae (subfamily), Caenorhabditis (genus)	6239
A0A8S4SS68	unreviewed	A0A8S4SS68_CAEEL	Golgi pH regulator	gphr-1 CELE_Y75B8A.16 Y75B8A.16	Caenorhabditis elegans	395		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Nematoda (phylum), Chromadorea (class), Rhabditida (order), Rhabditina (suborder), Rhabditomorpha (infraorder), Rhabditoidea (superfamily), Rhabditidae (family), Peloderinae (subfamily), Caenorhabditis (genus)	6239
A0A8S9EV45	unreviewed	A0A8S9EV45_9AVES	Golgi pH regulator	GPR89 FQV18_0007622	Eudyptula novaehollandiae (Australian little penguin)	279		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Sauropsida (clade), Sauria (clade), Archelosauria (clade), Archosauria (clade), Dinosauria (clade), Saurischia (clade), Theropoda (clade), Coelurosauria (clade), Aves (class), Neognathae (infraclass), Sphenisciformes (order), Spheniscidae (family), Eudyptula (genus)	2052820
A0A8S9HUW7	unreviewed	A0A8S9HUW7_BRACR	Abscisic acid G-protein coupled receptor-like domain-containing protein	F2Q70_00015304	Brassica cretica (Mustard)	513		cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), malvids (clade), Brassicales (order), Brassicaceae (family), Brassiceae (tribe), Brassica (genus)	69181
A0A8S9SQ64	unreviewed	A0A8S9SQ64_BRACR	Importin N-terminal domain-containing protein	F2Q69_00034218	Brassica cretica (Mustard)	1376		cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), malvids (clade), Brassicales (order), Brassicaceae (family), Brassiceae (tribe), Brassica (genus)	69181
A0A8S9Y5Z4	unreviewed	A0A8S9Y5Z4_APOLU	Golgi pH regulator	GE061_010007	Apolygus lucorum (Plant bug) (Lygocoris lucorum)	432		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Panarthropoda (clade), Arthropoda (phylum), Mandibulata (clade), Pancrustacea (clade), Hexapoda (subphylum), Insecta (class), Dicondylia (clade), Pterygota (subclass), Neoptera (infraclass), Paraneoptera (cohort), Hemiptera (order), Prosorrhyncha (clade), Heteroptera (suborder), Euheteroptera (clade), Neoheteroptera (clade), Panheteroptera (clade), Cimicomorpha (infraorder), Cimicoidea (superfamily), Miridae (family), Mirinae (subfamily), Mirini (tribe), Apolygus (genus)	248454
A0A8S9YHQ8	unreviewed	A0A8S9YHQ8_9TREM	Golgi pH regulator	EG68_08958	Paragonimus skrjabini miyazakii	458		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Lophotrochozoa (clade), Platyhelminthes (phylum), Trematoda (class), Digenea (subclass), Plagiorchiida (order), Troglotremata (suborder), Troglotrematidae (family), Paragonimus (genus)	59628
A0A8S9ZEF9	unreviewed	A0A8S9ZEF9_9BILA	Golgi pH regulator	Mgra_00008893	Meloidogyne graminicola	330		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Nematoda (phylum), Chromadorea (class), Rhabditida (order), Tylenchina (suborder), Tylenchomorpha (infraorder), Tylenchoidea (superfamily), Meloidogynidae (family), Meloidogyninae (subfamily), Meloidogyne (genus)	189291
A0A8T0BV60	unreviewed	A0A8T0BV60_SILME	Golgi pH regulator	HF521_016257	Silurus meridionalis (Southern catfish) (Silurus soldatovi meridionalis)	455		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Actinopterygii (superclass), Actinopteri (class), Neopterygii (subclass), Teleostei (infraclass), Osteoglossocephalai (clade), Clupeocephala (no rank), Otomorpha (cohort), Ostariophysi (subcohort), Otophysi (clade), Characiphysae (superorder), Siluriformes (order), Siluroidei (suborder), Siluridae (family), Silurus (genus)	175797
A0A8T0DNP4	unreviewed	A0A8T0DNP4_9TREM	Golgi pH regulator	P879_07174	Paragonimus westermani	458		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Lophotrochozoa (clade), Platyhelminthes (phylum), Trematoda (class), Digenea (subclass), Plagiorchiida (order), Troglotremata (suborder), Troglotrematidae (family), Paragonimus (genus)	34504
A0A8T0F5N6	unreviewed	A0A8T0F5N6_ARGBR	Golgi pH regulator like protein	HNY73_008215	Argiope bruennichi (Wasp spider) (Aranea bruennichi)	448		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Panarthropoda (clade), Arthropoda (phylum), Chelicerata (subphylum), Arachnida (class), Araneae (order), Araneomorphae (suborder), Entelegynae (clade), Orbiculariae (clade), Araneoidea (superfamily), Araneidae (family), Argiope (genus)	94029
A0A8T0Q6X2	unreviewed	A0A8T0Q6X2_PANVG	GPCR-type G protein 1	PVAP13_7NG320400	Panicum virgatum (Blackwell switchgrass)	468		cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), Liliopsida (clade), Petrosaviidae (subclass), commelinids (clade), Poales (order), Poaceae (family), PACMAD clade (clade), Panicoideae (subfamily), Panicodae (no rank), Paniceae (tribe), Panicinae (subtribe), Panicum (genus), Panicum sect. Hiantes (section)	38727
A0A8T0QMP6	unreviewed	A0A8T0QMP6_PANVG	GPCR-type G protein 1	PVAP13_7KG300500	Panicum virgatum (Blackwell switchgrass)	468		cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), Liliopsida (clade), Petrosaviidae (subclass), commelinids (clade), Poales (order), Poaceae (family), PACMAD clade (clade), Panicoideae (subfamily), Panicodae (no rank), Paniceae (tribe), Panicinae (subtribe), Panicum (genus), Panicum sect. Hiantes (section)	38727
A0A8T1HH56	unreviewed	A0A8T1HH56_9STRA	Abscisic acid G-protein coupled receptor-like domain	PC129_g18205	Phytophthora cactorum	485		cellular organisms (no rank), Eukaryota (superkingdom), Sar (clade), Stramenopiles (clade), Oomycota (phylum), Peronosporales (order), Peronosporaceae (family), Phytophthora (genus)	29920
A0A8T1QN27	unreviewed	A0A8T1QN27_CARIL	GPCR-type G protein 1	CIPAW_05G212800	Carya illinoinensis (Pecan)	385		cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), eudicotyledons (clade), Gunneridae (clade), Pentapetalae (clade), rosids (clade), fabids (clade), Fagales (order), Juglandaceae (family), Carya (genus)	32201
A0A8T1S9F5	unreviewed	A0A8T1S9F5_CHESE	G protein-coupled receptor 89B	GPR89B G0U57_014353	Chelydra serpentina (Snapping turtle) (Testudo serpentina)	485		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Sauropsida (clade), Sauria (clade), Archelosauria (clade), Testudinata (subclass), Testudines (order), Cryptodira (suborder), Durocryptodira (clade), Americhelydia (clade), Chelydroidea (superfamily), Chelydridae (family), Chelydra (genus)	8475
A0A8T1U1L0	unreviewed	A0A8T1U1L0_9STRA	Abscisic acid G-protein coupled receptor-like domain	JG687_00013321	Phytophthora cactorum	484		cellular organisms (no rank), Eukaryota (superkingdom), Sar (clade), Stramenopiles (clade), Oomycota (phylum), Peronosporales (order), Peronosporaceae (family), Phytophthora (genus)	29920
A0A8T2I163	unreviewed	A0A8T2I163_9CHLO	Golgi pH regulator	KSW81_004342	Chlorella desiccata (nom. nud.)	499		cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Chlorophyta (phylum), core chlorophytes (clade), Trebouxiophyceae (class), Chlorellales (order), Chlorellaceae (family), Chlorella clade (clade), Chlorella (genus), unclassified Chlorella (no rank)	1650286
A0A8T2K193	unreviewed	A0A8T2K193_9PIPI	Golgi pH regulator	GDO86_002662	Hymenochirus boettgeri (Congo dwarf clawed frog)	422		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amphibia (class), Batrachia (superorder), Anura (order), Pipoidea (superfamily), Pipidae (family), Pipinae (subfamily), Hymenochirus (genus)	247094
A0A8T2K3Z8	unreviewed	A0A8T2K3Z8_9PIPI	Golgi pH regulator	GDO86_002661	Hymenochirus boettgeri (Congo dwarf clawed frog)	445		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amphibia (class), Batrachia (superorder), Anura (order), Pipoidea (superfamily), Pipidae (family), Pipinae (subfamily), Hymenochirus (genus)	247094
A0A8T2K6D3	unreviewed	A0A8T2K6D3_9PIPI	Golgi pH regulator	GDO86_002661	Hymenochirus boettgeri (Congo dwarf clawed frog)	455		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amphibia (class), Batrachia (superorder), Anura (order), Pipoidea (superfamily), Pipidae (family), Pipinae (subfamily), Hymenochirus (genus)	247094
A0A8T2LMN8	unreviewed	A0A8T2LMN8_ASTMX	Golgi pH regulator	GPR89 AMEX_G14043	Astyanax mexicanus (Blind cave fish) (Astyanax fasciatus mexicanus)	455		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Actinopterygii (superclass), Actinopteri (class), Neopterygii (subclass), Teleostei (infraclass), Osteoglossocephalai (clade), Clupeocephala (no rank), Otomorpha (cohort), Ostariophysi (subcohort), Otophysi (clade), Characiphysae (superorder), Characiformes (order), Characoidei (suborder), Characidae (family), Stethaprioninae (subfamily), Astyanax (genus)	7994
A0A8T2PGA7	unreviewed	A0A8T2PGA7_9TELE	Golgi pH regulator	JZ751_028999	Albula glossodonta (roundjaw bonefish)	462		cellular organisms (no rank), Eukaryota (superkingdom), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Actinopterygii (superclass), Actinopteri (class), Neopterygii (subclass), Teleostei (infraclass), Elopocephalai (clade), Elopocephala (clade), Elopomorpha (clade), Albuliformes (order), Albulidae (family), Albulinae (subfamily), Albula (genus)	121402
A0A8T2S473	unreviewed	A0A8T2S473_CERRI	GPCR-type G protein 1	KP509_22G040300	Ceratopteris richardii (Triangle waterfern)	396		cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Polypodiopsida (class), Polypodiidae (subclass), Polypodiales (order), Pteridineae (suborder), Pteridaceae (family), Parkerioideae (subfamily), Ceratopteris (genus)	49495
A0A8T2S474	unreviewed	A0A8T2S474_CERRI	GPCR-type G protein 1	KP509_22G040300	Ceratopteris richardii (Triangle waterfern)	468		cellular organisms (no rank), Eukaryota (superkingdom), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Polypodiopsida (class), Polypodiidae (subclass), Polypodiales (order), Pteridineae (suborder), Pteridaceae (family), Parkerioideae (subfamily), Ceratopteris (genus)	49495
